ReviewContent,Label
I am really dissapointed with your services .. I ordered 6 packages with more than 10 products.. received only 3 and rest status is showing as lost in post .. Not reliable at all .. i am still not even sure what will happen with my refund as i have used my hard earned vouchers to buy those products . Pathetic ..,0
Thanks to nykaa for dealing with authentic products..,1
good,1
1st time I'm shopping this site.... I loved it ,1
Best app for ever,1
Love the products,1
Good product and service,1
It's perfect,1
Very good service,1
Please proceed cod at 797112 also,0
Genuine products,1
Just live it,0
Love nykaa I have no words m speechless,1
Niceeeee,1
Toooooo good,1
I luv u nyka,1
I really luvvit,1
The Best place for cosmetic shopping. They always always keep their customers their priority.,1
Soo good,1
Always happy with this ,1
it's awesome!,1
I just love it. It always gives amazing offers,1
Nice app all products are available in ou budget,1
I love this app,1
"I have complaint against your delivery partner, Blue Dart.",0
Good E line shopping website giving good quality products,1
very bad,0
good,1
Super exciting love to shop at nykaa,1
superbb app,1
nice app,1
Good,1
Loved it,1
great,1
I stick to my words that the quality of products Nykaa provides is just ,1
"very good and nice, v",1
"I love all the cosmetics .. and its very easy to order here.. love you 
Nykaa",1
Okk,1
loved the app..,1
loved it,1
Best beauty app,1
I love Nykaa!,1
Loved it,1
i always prefer to shop from nykaa becoz they give us genuine products i luv that very trustworthy app for shoping,1
its an amazing experience to buy frm nykaa coz i gt frm the cheapest to the costliest products under one roof n the best part is u gt all the brands.,1
awesome,1
Nice app I live it,1
Great App,1
Quick and easy,1
one of the best app,1
Always a great app for me. Must say great job team Nykaa. ,1
Why would Google suggest this app even when the products are not available on app,0
Amazing,1
I just love nykaa...it sums up all...who loves to take care of themselves (skincare) turns to nykaa..the best offers...the best products...the best customer service...what else more do u expect??? Simply awesome...,1
I love it,1
I loved this app a lot,1
Very good products,1
great service,1
awesome,1
I love buying my cosmetics on tis app. Very safe n genuine.,1
Since installation...it shows error message...not fair,0
Tooo easyyy tooo use....Sch an amazing app....awesomeee,1
Loving it ,1
Loved shopping at nyka.,1
Happy,1
Good,1
Amazing app!!,1
Nice,1
Nice,1
incredible,1
I love makeup. I love nykaa,1
Lovely app,1
Amazing app. love Nykaa,1
Good,1
"i think nowadays a single women would not have experienced naykaa is impossible .. because if you initiated a relation with this app then it would be foverever your favourite ones on and most used app ......love the quality, service and easy to find any of your favourite products.....lots of love and wishes to nykaa services .......thank u",1
Get items at good discount,1
nykaa aap is so good,1
Amazing collection and offers.,1
Worst packaging and bad delivery service,0
Loveee nykaa,1
too pricy,0
"Nykaa makes all the beauty products easily available for customers to choose from. Hence fulfills my skincare needs without having to go out of my house .With useful reviews under each product and fast delivery, Nykaa never disappoints me ",1
Nice app for purchasing branded products,1
"Very bad customer service, my order is delayed and when i call them they tell they cannot assure when it will be delivered!!",0
nice App variety of cosmetics are available,1
Nice,1
Awesome,1
Very good experience,1
Naic,1
Totally enjoy shopping on nykaa...the best part is its wide range of selection. 10/10,1
Awesome app,1
Great service..They have the best quality products at good deal..,1
it's good!,1
Beauty under one roof :-),1
Pathetic App and worst customer service...my reverse pickup is still pending even after 8 days of scheduling it. I am calling customer service on daily basis and every day I am getting the same response. I wouldn't recommend this app to anybody. My 2000Rs is gone now...and I don't know whether they bother for feedbacks. There is no response over the mail and call. I am stuck. Pls download this app after reading the reveiws.,0
Love it,1
Best app for beauty products,1
Genuine products,1
"One stop destination for skin, hair & beauty needs. Being a prive customer, I feel a little extra special each time I order, also Nykka sends birthday gift if you are ordering in your birthday month, that's a really sweet gesture, Love you Nykka, kudos to the team behind it.",1
Super,1
Good,1
Not happy with the service,0
No COD below 700,0
This app is not opening and Amazon and Flipkart is far better than this one,0
nice ,1
Amazing app Good offers and range of beauty products,1
supbbbb i love it,1
great app,1
i love naykaa,1
"I have returned a necklace, as i had recd broken. After pick up of more than 7 days, i still not get refund amount. Order details attached. This was my first order and its showing last. Very bad service",0
Nykaa is my favourite because of its end of the reason sale,1
Loved it,1
Costumer care are not reposible,0
best,1
Again troubled in return. For a single return I have to make them 3 calls with 2 mails but no satisfactory reply. Return not approved. Their return policy and services is worst . On the top of that if u have made payment through your bank account but after returning an item they return your money in nykaa wallet so. Worst service. Highly disappointed. Please no one will use this site . Noo my issue is not yet resolved. refund amount is in nykaa account instead of in the account from which payment,0
I so love this app.,1
Best offers ever,1
Wowsome,1
"Easy navigation, nice UI",1
"Easy to handle, more options Reasonable price of items,, love it.",1
Very good,1
Love u nykka..,1
Nykaa have never disappointed me with the product,1
Best,1
Awesome products in one place! No need to go outside and buy from various stores. The discounts are amazing! This app is worth it,1
I have been using since 2019.but always got fake products. No return possible. Horrible experience....,0
Vry fast delivery,1
This app is very good for me all brands and products are available here with worth price I loved it thanks nykaa,1
super,1
wonderful experience,1
It's the best place to buy all your personal care items in best prices.. love this app!,1
Nice shopping experience,1
"Bad Experience!! Slow service and slow delivery. Since it was my first order, I thought that the products that I've ordered would be delivered by the expected date but they extended upto 4 days from the delivery date.",0
Just good n keep it up,1
Good app,1
"F**g app , I lost my money . I need my money back or else I will file a case against your company",0
Good,1
"Best for cosmetics .Assured,legid &authentic international makeup products . But some great brands are still not in available please try to get them and with less variance ! Eg- elf (way too costly as compared to its quailty)❤😍❤",1
Love Nyka,1
Love the offers and original products,1
"Best for all ur skin care, hair care & makeup products.",1
i love you nykaa,1
It's good,1
Good,1
excellent,1
This apps customer service is reallyy veryyyy poooorrr,0
Super,1
It's,1
always end up buying something ,1
Nice,1
love it!!,1
I love the packing,1
Good,1
owsome,1
Please don't give advance payment. Delivering service is very poor. It's a fraud app. Don't buy anything.,0
awesome,1
all products are too gd,1
It's been a wonderful experience shopping with Nykaa. Besides good quality products it's amazing when you receive surprise gifts too. Love you Nykaa.,1
Hii i hve complaint against nykaa u take much amonut according to print i want my refund n return the product 1st time this happens,1
Good,1
"Nyman is always the go to place for my beauty n hygiene products.. it always have offer n saves money when compared to going to shop n buying,. I have referred Nykaa to my friends..",1
Amazing app for genuine product I just love it,1
Good app. Gets best offers,1
good,1
I love shopping in Nykaa rather than to go market. It provides variety of good products with good discount. Love you Nykaa.,1
Good 0,1
worst beauty app ever. they dont deliver your pre paid orders and just eat away your money. do not order from nykaa. i ve never had such a bad experience with any other beauty app. and their customer service sucks big time.,0
amazing app... i js love it.,1
Worst experience with nykaa literally you make people fool first of all you told that the area where I have ordered due to restriction you can't deliver there change the address then I have changed the address but still not get my parcel .,0
l love nykaa app,1
All beauty solutions,1
Only and only 1 word to describe - Just loved it.... Love to Nykaa,1
Enjoying nykaa each and every day,1
Very good service,1
What I like about this App is that I get any product that I search for. I get authentic products with a wide range of options,1
Amazing,1
"service is very good,loved it",1
love it,1
love it,1
Superb nice,1
My go to app for skincare & makeup essentials.,1
Reliable,1
Nice app,1
Awesome ,1
So pathetic.The chat assistants are far worse...you ask them to do something specific and they will do the exact opposite ...I'm uninstalling and he assured never buying from nykaa again after the horrid service and customer support,0
Very nice,1
thanks nice website,1
good,1
Pathetic service I ordered a nykd bra(a brand of nykaa itself) but the size didn't fit well.. i raised the return request.. but they have not approved it even after 4 days. I am continuously calling customer care and they are saying your request is under process. I have not got any resolution yet. I would suggest everyone to buy the things from Myntra or Amazon. They have far better service.,0
"nykaa is my trusted place for all beauty products. So far I am really happy with the products and services. I even love the gift nykaa gave me on my birth month. Thank you, Nykaa.",1
Awesome for all beauties,1
The app is simply too slow. You lose interest in ordering anything because it does not cooperate with you.,0
In love with nykaa,1
worst customer support.. hv an prepaid order but they didn't deliver the product till now its been more than 15 days... every time I call them they told me that it gonna delever in 24 hrs still didn't get my order..never go for prepaid they are not trust worthy at all...,0
Superb as of now! ,1
Nice,1
I just love the nykaa app....original product...with sealed packing. I simply love it.,1
Good,1
Awesome,1
"I ordered a combo of Neutrogena cleanser, moisturizer and sunscreen worth rs 690. Instead of 3 products I got only 2. very disappointed with it.never going to shop again",0
Authentic products at friendly prices..love the app,1
Loving this app very fast delivery and very happy with this app,1
"Love this app....huge collection of various brands and products along with 
the latest launches..",1
Sonu love,1
Liked it,1
Good,1
"Good, quality of products is awesome.",1
I alwys love the offers n products.. nykaa is love ,1
Poor delivery service,1
mind blowing awesome,1
I love shopping from Nykaa,1
Fab!!!,1
Prompt service and quality products delivered at your doorstep,1
prompt delivery of quality products. return process is lethargic though,1
great,1
Good product,1
Ncy products and gud to shop online,1
I love nykaa ,1
Great app,1
very helpful,1
Good,1
good,1
Awesome response very creative looks and very nice products available,1
Great offers!,1
authentic products. No fake stuff. on time delivery.,1
enjoy  shopping at good discount,1
Great deals and genuine products,1
Amazing experience and very good service.Products reach on time,1
Best,1
I love nykaa app because that product packaging really good and original products I recommend shop now this app,1
Love Nykaa Have wonderfull offers,1
Wonderful,1
great,1
I love this app ,1
awesome,1
I am in love with nykaa Soooo goooddd,1
Best app for buying cosmetics,1
Nice This App,1
Nykaa best indya skin care product,1
fantabulous,1
good,1
Nice,1
Love nykaa,1
I just received my package today. The service great. I'm really pleased. ,1
Good,1
Just love this app.,1
Kitu,0
Loved the products and its user friendly service,1
good app for beauty products,1
Best app for online cosmetic shopping Provide best offers,1
good products on good price,1
quite happy and satisfied,1
good deals and quick delivery,1
very useful,1
overall good,1
"Nykaa is such a relief fir anything that's not handy or not available any cosmetics u require, well binge on to NYKAA Love it.",1
best,1
Allows online purchase so easy... nd genuine delivery of products,1
Products worth the money App is very user friendly,1
It is a worst app and gives a fake product by showing the brand name. Please check before ordering any product from Nykaa.,0
good,1
Wonderful,1
Awesome products with amazing deals,1
Original products,1
Amazing experience,1
Best beauty App love it ,1
I love this product  app i love it,1
Best best best,1
Osm,1
Hassle free shopping Best place to guy genuine cosmetics at an affordable price,1
Worst app ever. They took my money bt didn't deliver my order. Jst gv me my money back.,0
Awesome aap n satisfy all my needs,1
Awesome products..just love it,1
Good,1
Nice orgnal prodak,1
Nyc havd a great experience,1
genuine products are offered and fast delivery,1
It is a good app,1
Serving with c wide range of cosmetic and beauty products .,1
awesome,1
I feel great to order on this app,1
Bad app I bought four things first time from naykaa but delivery has failed I am very disappointed with naykaa,0
good app it would be better if return options are available for all the products anyway I love Nykaa and the app,1
good app it would be better if return options are available for all the products anyway I love Nykaa and the app,1
Best Platform for makeup lovers,1
Excellent,1
superb app i loved this thank you nykaa,1
nice,1
Original products nd free ship with best offer,1
gud experience witb nykaa,1
satisfied with the products,1
Gud,1
Nice,1
Love the app ,1
Love Nykaa,1
It's very amazing and good and there product is very very very nice,1
I Think Its a wonderful App  We Can Buy All Original Branded Products over here,1
awesome,1
Great App,1
Excellent,1
Mine experience is always good..thanku nykaa for delivering quality products.,1
Love it,1
"Pathetic customer service. Late delivery. Pay only when product is delivered, otherwise you have to run for your product delivery, forget about the refund.",0
love,1
I love it awesome,1
Love it,1
Great,1
I like this app very much,1
"Quality, pricing and delivery on point.",1
Very bad elections... im very disappointed with this app,0
great app..all original branded products.,1
Never on time totally hate it Your customers are more important and their time,0
in my city all the cosmetics are not available... so I am regular customer of nykaa,1
good,1
